,movieId,title,genres,year
114,126,"NeverEnding Story III, The ","['Adventure', 'Children', 'Fantasy']",1994
115,129,Pie in the Sky ,"['Comedy', 'Romance']",1996
116,130,Angela ,['Drama'],1995
117,131,Frankie Starlight ,"['Drama', 'Romance']",1995
118,132,Jade ,['Thriller'],1995
119,135,Down Periscope ,['Comedy'],1996
120,137,Man of the Year ,['Documentary'],1995
121,140,Up Close and Personal ,"['Drama', 'Romance']",1996
122,141,"Birdcage, The ",['Comedy'],1996
123,144,"Brothers McMullen, The ",['Comedy'],1995
124,145,Bad Boys ,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",1995
125,146,"Amazing Panda Adventure, The ","['Adventure', 'Children']",1995
126,147,"Basketball Diaries, The ",['Drama'],1995
127,148,"Awfully Big Adventure, An ",['Drama'],1995
128,149,Amateur ,"['Crime', 'Drama', 'Thriller']",1994
129,150,Apollo 13 ,"['Adventure', 'Drama', 'IMAX']",1995
130,151,Rob Roy ,"['Action', 'Drama', 'Romance', 'War']",1995
131,152,"Addiction, The ","['Drama', 'Horror']",1995
132,153,Batman Forever ,"['Action', 'Adventure', 'Comedy', 'Crime']",1995
133,154,Beauty of the Day (Belle de jour) ,['Drama'],1967
134,155,Beyond Rangoon ,"['Adventure', 'Drama', 'War']",1995
135,156,Blue in the Face ,"['Comedy', 'Drama']",1995
136,157,Canadian Bacon ,"['Comedy', 'War']",1995
137,158,Casper ,"['Adventure', 'Children']",1995
138,159,Clockers ,"['Crime', 'Drama', 'Mystery']",1995
139,160,Congo ,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",1995
140,161,Crimson Tide ,"['Drama', 'Thriller', 'War']",1995
141,162,Crumb ,['Documentary'],1994
142,163,Desperado ,"['Action', 'Romance', 'Western']",1995
143,164,Devil in a Blue Dress ,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",1995
144,165,Die Hard: With a Vengeance ,"['Action', 'Crime', 'Thriller']",1995
145,166,"Doom Generation, The ","['Comedy', 'Crime', 'Drama']",1995
146,167,Feast of July ,['Drama'],1995
147,168,First Knight ,"['Action', 'Drama', 'Romance']",1995
148,169,Free Willy 2: The Adventure Home ,"['Adventure', 'Children', 'Drama']",1995
149,170,Hackers ,"['Action', 'Adventure', 'Crime', 'Thriller']",1995
150,171,Jeffrey ,"['Comedy', 'Drama']",1995
151,172,Johnny Mnemonic ,"['Action', 'Sci-Fi', 'Thriller']",1995
152,173,Judge Dredd ,"['Action', 'Crime', 'Sci-Fi']",1995
153,174,Jury Duty ,['Comedy'],1995
154,175,Kids ,['Drama'],1995
155,176,Living in Oblivion ,['Comedy'],1995
156,177,Lord of Illusions ,['Horror'],1995
157,178,Love & Human Remains ,"['Comedy', 'Drama']",1993
158,179,Mad Love ,"['Drama', 'Romance']",1995
159,180,Mallrats ,"['Comedy', 'Romance']",1995
160,181,Mighty Morphin Power Rangers: The Movie ,"['Action', 'Children']",1995
161,183,Mute Witness ,"['Comedy', 'Horror', 'Thriller']",1994
162,184,Nadja ,['Drama'],1994
163,185,"Net, The ","['Action', 'Crime', 'Thriller']",1995
164,186,Nine Months ,"['Comedy', 'Romance']",1995
165,187,Party Girl ,['Comedy'],1995
166,188,"Prophecy, The ","['Fantasy', 'Horror', 'Mystery']",1995
167,189,Reckless ,"['Comedy', 'Fantasy']",1995
168,190,Safe ,['Thriller'],1995
169,191,"Scarlet Letter, The ","['Drama', 'Romance']",1995
170,193,Showgirls ,['Drama'],1995
171,194,Smoke ,"['Comedy', 'Drama']",1995
172,195,Something to Talk About ,"['Comedy', 'Drama', 'Romance']",1995
173,196,Species ,"['Horror', 'Sci-Fi']",1995
174,198,Strange Days ,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",1995
175,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) ","['Drama', 'Musical', 'Romance']",1964
176,200,"Tie That Binds, The ",['Thriller'],1995
177,201,Three Wishes ,"['Drama', 'Fantasy']",1995
178,202,Total Eclipse ,"['Drama', 'Romance']",1995
179,203,"To Wong Foo, Thanks for Everything! Julie Newmar ",['Comedy'],1995
180,204,Under Siege 2: Dark Territory ,['Action'],1995
181,205,Unstrung Heroes ,"['Comedy', 'Drama']",1995
182,206,Unzipped ,['Documentary'],1995
183,207,"Walk in the Clouds, A ","['Drama', 'Romance']",1995
184,208,Waterworld ,"['Action', 'Adventure', 'Sci-Fi']",1995
185,209,White Man's Burden ,['Drama'],1995
186,211,"Browning Version, The ",['Drama'],1994
187,213,Burnt by the Sun (Utomlyonnye solntsem) ,['Drama'],1994
188,214,Before the Rain (Pred dozhdot) ,"['Drama', 'War']",1994
189,215,Before Sunrise ,"['Drama', 'Romance']",1995
190,216,Billy Madison ,['Comedy'],1995
191,217,"Babysitter, The ","['Drama', 'Thriller']",1995
192,218,Boys on the Side ,"['Comedy', 'Drama']",1995
193,219,"Cure, The ",['Drama'],1995
194,220,Castle Freak ,['Horror'],1995
195,222,Circle of Friends ,"['Drama', 'Romance']",1995
196,223,Clerks ,['Comedy'],1994
197,224,Don Juan DeMarco ,"['Comedy', 'Drama', 'Romance']",1995
198,225,Disclosure ,"['Drama', 'Thriller']",1994
199,227,Drop Zone ,"['Action', 'Thriller']",1994
200,228,Destiny Turns on the Radio ,['Comedy'],1995
201,229,Death and the Maiden ,"['Drama', 'Thriller']",1994
202,230,Dolores Claiborne ,"['Drama', 'Thriller']",1995
203,231,Dumb & Dumber (Dumb and Dumber) ,"['Adventure', 'Comedy']",1994
204,232,Eat Drink Man Woman (Yin shi nan nu) ,"['Comedy', 'Drama', 'Romance']",1994
205,233,Exotica ,['Drama'],1994
206,234,Exit to Eden ,['Comedy'],1994
207,235,Ed Wood ,"['Comedy', 'Drama']",1994
208,236,French Kiss ,"['Action', 'Comedy', 'Romance']",1995
209,237,Forget Paris ,"['Comedy', 'Romance']",1995
210,238,Far From Home: The Adventures of Yellow Dog ,"['Adventure', 'Children']",1995
211,239,"Goofy Movie, A ","['Animation', 'Children', 'Comedy', 'Romance']",1995
212,240,Hideaway ,['Thriller'],1995
213,241,Fluke ,"['Children', 'Drama']",1995
214,242,Farinelli: il castrato ,"['Drama', 'Musical']",1994
215,243,Gordy ,"['Children', 'Comedy', 'Fantasy']",1995
216,244,Gumby: The Movie ,"['Animation', 'Children']",1995
217,245,The Glass Shield ,"['Crime', 'Drama']",1994
218,246,Hoop Dreams ,['Documentary'],1994
219,247,Heavenly Creatures ,"['Crime', 'Drama']",1994
220,248,Houseguest ,['Comedy'],1994
221,249,Immortal Beloved ,"['Drama', 'Romance']",1994
222,250,Heavyweights (Heavy Weights) ,"['Children', 'Comedy']",1995
223,251,"Hunted, The ",['Action'],1995
224,252,I.Q. ,"['Comedy', 'Romance']",1994
225,253,Interview with the Vampire: The Vampire Chronicles ,"['Drama', 'Horror']",1994
226,254,Jefferson in Paris ,['Drama'],1995
227,255,"Jerky Boys, The ",['Comedy'],1995
228,256,Junior ,"['Comedy', 'Sci-Fi']",1994
229,257,Just Cause ,"['Mystery', 'Thriller']",1995
230,258,"Kid in King Arthur's Court, A ","['Adventure', 'Children', 'Comedy', 'Fantasy', 'Romance']",1995
231,259,Kiss of Death ,"['Crime', 'Drama', 'Thriller']",1995
232,260,Star Wars: Episode IV - A New Hope ,"['Action', 'Adventure', 'Sci-Fi']",1977
233,261,Little Women ,['Drama'],1994
234,262,"Little Princess, A ","['Children', 'Drama']",1995
235,263,Ladybird Ladybird ,['Drama'],1994
236,264,"Enfer, L' ",['Drama'],1994
237,265,Like Water for Chocolate (Como agua para chocolate) ,"['Drama', 'Fantasy', 'Romance']",1992
238,266,Legends of the Fall ,"['Drama', 'Romance', 'War', 'Western']",1994
239,267,Major Payne ,['Comedy'],1995
240,268,Little Odessa ,"['Crime', 'Drama']",1994
241,269,My Crazy Life (Mi vida loca) ,['Drama'],1993
242,270,Love Affair ,"['Drama', 'Romance']",1994
243,271,Losing Isaiah ,['Drama'],1995
244,272,"Madness of King George, The ","['Comedy', 'Drama']",1994
245,273,Mary Shelley's Frankenstein (Frankenstein) ,"['Drama', 'Horror', 'Sci-Fi']",1994
246,274,Man of the House ,['Comedy'],1995
247,275,Mixed Nuts ,['Comedy'],1994
248,276,Milk Money ,"['Comedy', 'Romance']",1994
249,277,Miracle on 34th Street ,['Drama'],1994
250,278,Miami Rhapsody ,['Comedy'],1995
251,279,My Family ,['Drama'],1995
252,280,Murder in the First ,"['Drama', 'Thriller']",1995
253,281,Nobody's Fool ,"['Comedy', 'Drama', 'Romance']",1994
254,282,Nell ,['Drama'],1994
255,283,New Jersey Drive ,"['Crime', 'Drama']",1995
256,285,Beyond Bedlam ,"['Drama', 'Horror']",1993
257,287,Nina Takes a Lover ,"['Comedy', 'Romance']",1994
258,288,Natural Born Killers ,"['Action', 'Crime', 'Thriller']",1994
259,289,Only You ,"['Comedy', 'Romance']",1994
260,290,Once Were Warriors ,"['Crime', 'Drama']",1994
261,291,Poison Ivy II ,"['Drama', 'Thriller']",1996
262,292,Outbreak ,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",1995
263,293,Léon: The Professional (a.k.a. The Professional) (Léon) ,"['Action', 'Crime', 'Drama', 'Thriller']",1994
264,294,"Perez Family, The ","['Comedy', 'Romance']",1995
265,295,"Pyromaniac's Love Story, A ","['Comedy', 'Romance']",1995
266,296,Pulp Fiction ,"['Comedy', 'Crime', 'Drama', 'Thriller']",1994
267,299,Priest ,['Drama'],1994
268,300,Quiz Show ,['Drama'],1994
269,301,Picture Bride (Bijo photo) ,"['Drama', 'Romance']",1994
270,302,"Queen Margot (Reine Margot, La) ","['Drama', 'Romance']",1994
271,303,"Quick and the Dead, The ","['Action', 'Thriller', 'Western']",1995
272,304,Roommates ,"['Comedy', 'Drama']",1995
273,305,Ready to Wear (Pret-A-Porter) ,['Comedy'],1994
274,306,Three Colors: Red (Trois couleurs: Rouge) ,['Drama'],1994
275,307,Three Colors: Blue (Trois couleurs: Bleu) ,['Drama'],1993
276,308,Three Colors: White (Trzy kolory: Bialy) ,"['Comedy', 'Drama']",1994
277,309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) ",['Drama'],1994
278,312,Stuart Saves His Family ,['Comedy'],1995
279,313,"Swan Princess, The ","['Animation', 'Children']",1994
280,314,"Secret of Roan Inish, The ","['Children', 'Drama', 'Fantasy', 'Mystery']",1994
281,315,"Specialist, The ","['Action', 'Drama', 'Thriller']",1994
282,316,Stargate ,"['Action', 'Adventure', 'Sci-Fi']",1994
283,317,"Santa Clause, The ","['Comedy', 'Drama', 'Fantasy']",1994
284,318,"Shawshank Redemption, The ","['Crime', 'Drama']",1994
285,319,Shallow Grave ,"['Comedy', 'Drama', 'Thriller']",1994
286,320,Suture ,"['Film-Noir', 'Thriller']",1993
287,321,Strawberry and Chocolate (Fresa y chocolate) ,['Drama'],1993
288,322,Swimming with Sharks ,"['Comedy', 'Drama']",1995
289,324,"Sum of Us, The ","['Comedy', 'Drama']",1994
290,325,National Lampoon's Senior Trip ,['Comedy'],1995
291,326,To Live (Huozhe) ,['Drama'],1994
292,327,Tank Girl ,"['Action', 'Comedy', 'Sci-Fi']",1995
293,328,Tales from the Crypt Presents: Demon Knight ,"['Horror', 'Thriller']",1995
294,329,Star Trek: Generations ,"['Adventure', 'Drama', 'Sci-Fi']",1994
295,330,Tales from the Hood ,"['Action', 'Crime', 'Horror']",1995
296,331,Tom & Viv ,['Drama'],1994
297,332,Village of the Damned ,"['Horror', 'Sci-Fi']",1995
298,333,Tommy Boy ,['Comedy'],1995
299,334,Vanya on 42nd Street ,['Drama'],1994
300,335,Underneath ,"['Mystery', 'Thriller']",1995
301,336,"Walking Dead, The ","['Drama', 'War']",1995
302,337,What's Eating Gilbert Grape ,['Drama'],1993
303,338,Virtuosity ,"['Action', 'Sci-Fi', 'Thriller']",1995
304,339,While You Were Sleeping ,"['Comedy', 'Romance']",1995
305,340,"War, The ","['Adventure', 'Drama', 'War']",1994
306,341,Double Happiness ,['Drama'],1994
307,342,Muriel's Wedding ,['Comedy'],1994
308,343,"Baby-Sitters Club, The ",['Children'],1995
309,344,Ace Ventura: Pet Detective ,['Comedy'],1994
310,345,"Adventures of Priscilla, Queen of the Desert, The ","['Comedy', 'Drama']",1994
311,346,Backbeat ,"['Drama', 'Musical']",1993
312,347,Bitter Moon ,"['Drama', 'Film-Noir', 'Romance']",1992
313,348,Bullets Over Broadway ,['Comedy'],1994
314,349,Clear and Present Danger ,"['Action', 'Crime', 'Drama', 'Thriller']",1994
315,350,"Client, The ","['Drama', 'Mystery', 'Thriller']",1994
316,351,"Corrina, Corrina ","['Comedy', 'Drama', 'Romance']",1994
317,352,Crooklyn ,"['Comedy', 'Drama']",1994
318,353,"Crow, The ","['Action', 'Crime', 'Fantasy', 'Thriller']",1994
319,354,Cobb ,['Drama'],1994
320,355,"Flintstones, The ","['Children', 'Comedy', 'Fantasy']",1994
321,356,Forrest Gump ,"['Comedy', 'Drama', 'Romance', 'War']",1994
322,357,Four Weddings and a Funeral ,"['Comedy', 'Romance']",1994
323,358,Higher Learning ,['Drama'],1995
324,360,I Love Trouble ,"['Action', 'Comedy']",1994
325,361,It Could Happen to You ,"['Comedy', 'Drama', 'Romance']",1994
326,362,"Jungle Book, The ","['Adventure', 'Children', 'Romance']",1994
327,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) ",['Documentary'],1993
328,364,"Lion King, The ","['Adventure', 'Animation', 'Children', 'Drama', 'Musical', 'IMAX']",1994
329,365,Little Buddha ,['Drama'],1993
330,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) ","['Drama', 'Horror', 'Mystery', 'Thriller']",1994
331,367,"Mask, The ","['Action', 'Comedy', 'Crime', 'Fantasy']",1994
332,368,Maverick ,"['Adventure', 'Comedy', 'Western']",1994
333,369,Mrs. Parker and the Vicious Circle ,['Drama'],1994
334,370,Naked Gun 33 1/3: The Final Insult ,"['Action', 'Comedy']",1994
335,371,"Paper, The ","['Comedy', 'Drama']",1994
336,372,Reality Bites ,"['Comedy', 'Drama', 'Romance']",1994
337,373,Red Rock West ,['Thriller'],1992
338,374,Richie Rich ,"['Children', 'Comedy']",1994
339,375,Safe Passage ,['Drama'],1994
340,376,"River Wild, The ","['Action', 'Thriller']",1994
341,377,Speed ,"['Action', 'Romance', 'Thriller']",1994
342,378,Speechless ,"['Comedy', 'Romance']",1994
343,379,Timecop ,"['Action', 'Sci-Fi', 'Thriller']",1994
344,380,True Lies ,"['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller']",1994
345,381,When a Man Loves a Woman ,"['Drama', 'Romance']",1994
346,382,Wolf ,"['Drama', 'Horror', 'Romance', 'Thriller']",1994
347,383,Wyatt Earp ,['Western'],1994
348,384,Bad Company ,"['Action', 'Crime', 'Drama']",1995
349,387,"Low Down Dirty Shame, A ","['Action', 'Comedy']",1994
350,388,Boys Life ,['Drama'],1995
351,389,"Colonel Chabert, Le ","['Drama', 'Romance', 'War']",1994
352,390,Faster Pussycat! Kill! Kill! ,"['Action', 'Crime', 'Drama']",1965
353,391,Jason's Lyric ,"['Crime', 'Drama']",1994
354,392,"Secret Adventures of Tom Thumb, The ","['Adventure', 'Animation']",1993
355,393,Street Fighter ,"['Action', 'Adventure', 'Fantasy']",1994
356,401,Mirage ,"['Action', 'Thriller']",1995
357,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) ,"['Action', 'Fantasy']",1994
358,407,In the Mouth of Madness ,"['Horror', 'Thriller']",1995
359,408,8 Seconds ,['Drama'],1994
360,409,Above the Rim ,"['Crime', 'Drama']",1994
361,410,Addams Family Values ,"['Children', 'Comedy', 'Fantasy']",1993
362,412,"Age of Innocence, The ",['Drama'],1993
363,413,Airheads ,['Comedy'],1994
364,414,"Air Up There, The ",['Comedy'],1994
365,415,Another Stakeout ,"['Comedy', 'Thriller']",1993
366,416,Bad Girls ,['Western'],1994
367,417,Barcelona ,"['Comedy', 'Romance']",1994
368,418,Being Human ,['Drama'],1993
369,419,"Beverly Hillbillies, The ",['Comedy'],1993
370,420,Beverly Hills Cop III ,"['Action', 'Comedy', 'Crime', 'Thriller']",1994
371,421,Black Beauty ,"['Adventure', 'Children', 'Drama']",1994
372,422,Blink ,['Thriller'],1994
373,423,Blown Away ,"['Action', 'Thriller']",1994
374,424,Blue Chips ,['Drama'],1994
375,425,Blue Sky ,"['Drama', 'Romance']",1994
376,426,Body Snatchers ,"['Horror', 'Sci-Fi', 'Thriller']",1993
377,427,Boxing Helena ,"['Drama', 'Mystery', 'Romance', 'Thriller']",1993
378,428,"Bronx Tale, A ",['Drama'],1993
379,429,Cabin Boy ,['Comedy'],1994
380,431,Carlito's Way ,"['Crime', 'Drama']",1993
381,432,City Slickers II: The Legend of Curly's Gold ,"['Adventure', 'Comedy', 'Western']",1994
382,433,Clean Slate ,['Comedy'],1994
383,434,Cliffhanger ,"['Action', 'Adventure', 'Thriller']",1993
384,435,Coneheads ,"['Comedy', 'Sci-Fi']",1993
385,436,Color of Night ,"['Drama', 'Thriller']",1994
386,437,Cops and Robbersons ,['Comedy'],1994
387,438,"Cowboy Way, The ","['Action', 'Comedy', 'Drama']",1994
388,439,Dangerous Game ,['Drama'],1993
389,440,Dave ,"['Comedy', 'Romance']",1993
390,441,Dazed and Confused ,['Comedy'],1993
391,442,Demolition Man ,"['Action', 'Adventure', 'Sci-Fi']",1993
392,443,"Endless Summer 2, The ","['Adventure', 'Documentary']",1994
393,444,Even Cowgirls Get the Blues ,"['Comedy', 'Romance']",1993
394,445,Fatal Instinct ,['Comedy'],1993
395,446,Farewell My Concubine (Ba wang bie ji) ,"['Drama', 'Romance']",1993
396,447,"Favor, The ","['Comedy', 'Romance']",1994
397,448,Fearless ,['Drama'],1993
398,449,Fear of a Black Hat ,['Comedy'],1994
399,450,With Honors ,"['Comedy', 'Drama']",1994
400,451,Flesh and Bone ,"['Drama', 'Mystery', 'Romance']",1993
401,452,Widows' Peak ,['Drama'],1994
402,453,For Love or Money ,"['Comedy', 'Romance']",1993
403,454,"Firm, The ","['Drama', 'Thriller']",1993
404,455,Free Willy ,"['Adventure', 'Children', 'Drama']",1993
405,456,Fresh ,"['Crime', 'Drama', 'Thriller']",1994
406,457,"Fugitive, The ",['Thriller'],1993
407,458,Geronimo: An American Legend ,"['Drama', 'Western']",1993
408,459,"Getaway, The ","['Action', 'Adventure', 'Crime', 'Drama', 'Romance', 'Thriller']",1994
409,460,Getting Even with Dad ,['Comedy'],1994
410,461,Go Fish ,"['Drama', 'Romance']",1994
411,463,Guilty as Sin ,"['Crime', 'Drama', 'Thriller']",1993
412,464,Hard Target ,"['Action', 'Adventure', 'Crime', 'Thriller']",1993
413,465,Heaven & Earth ,"['Action', 'Drama', 'War']",1993
414,466,Hot Shots! Part Deux ,"['Action', 'Comedy', 'War']",1993
415,467,Live Nude Girls ,['Comedy'],1995
416,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The ","['Comedy', 'Romance']",1995
417,469,"House of the Spirits, The ","['Drama', 'Romance']",1993
418,470,House Party 3 ,['Comedy'],1994
419,471,"Hudsucker Proxy, The ",['Comedy'],1994
420,472,I'll Do Anything ,"['Comedy', 'Drama']",1994
421,473,In the Army Now ,"['Comedy', 'War']",1994
422,474,In the Line of Fire ,"['Action', 'Thriller']",1993
423,475,In the Name of the Father ,['Drama'],1993
424,476,"Inkwell, The ","['Comedy', 'Drama']",1994
425,477,What's Love Got to Do with It? ,"['Drama', 'Musical']",1993
426,479,Judgment Night ,"['Action', 'Crime', 'Thriller']",1993
427,480,Jurassic Park ,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1993
428,481,Kalifornia ,"['Drama', 'Thriller']",1993
429,482,Killing Zoe ,"['Crime', 'Drama', 'Thriller']",1994
430,483,King of the Hill ,['Drama'],1993
431,484,Lassie ,"['Adventure', 'Children']",1994
432,485,Last Action Hero ,"['Action', 'Adventure', 'Comedy', 'Fantasy']",1993
433,486,Life with Mikey ,['Comedy'],1993
434,487,Lightning Jack ,"['Comedy', 'Western']",1994
435,488,M. Butterfly ,"['Drama', 'Romance']",1993
436,489,Made in America ,['Comedy'],1993
437,490,Malice ,['Thriller'],1993
